yy,dat,trip,effort,gr,sp,l_cm,w_cm
2004,9/1/2004,365,10,Handline,Caesio cuning,26.418,426.1360937
2004,9/1/2004,365,10,Handline,Caesio cuning,28.271,523.3835064
2004,9/4/2004,370,10,Muroami,Caesio cuning,33.553,879.8040467
2004,9/4/2004,371,10,Handline,Caesio cuning,29.862,617.9009126
2004,9/4/2004,372,10,Handline,Caesio cuning,31.62,734.9329243
2004,9/4/2004,373,10,Handline,Caesio cuning,31.077,697.3280531
2004,9/4/2004,373,10,Handline,Caesio cuning,33.86,904.440739
2004,9/4/2004,374,10,Handline,Caesio cuning,28.669,546.0465315
2004,9/4/2004,374,10,Handline,Caesio cuning,33.728,893.7918691
2004,9/4/2004,374,10,Handline,Caesio cuning,32.864,826.1577825
2004,9/5/2004,376,10,Handline,Caesio cuning,29.708,608.2891985
2004,9/5/2004,376,10,Handline,Caesio cuning,33.838,902.6600547
2004,9/5/2004,376,10,Handline,Caesio cuning,32.064,766.6730627
2004,9/5/2004,376,10,Handline,Caesio cuning,35.108,1009.354399
2004,9/5/2004,376,10,Handline,Caesio cuning,31.577,731.9066249
2004,9/5/2004,379,10,Handline,Caesio cuning,29.991,626.0301995
2004,9/5/2004,379,10,Handline,Caesio cuning,35.127,1011.011648
2004,9/5/2004,380,10,Muroami,Caesio cuning,30.408,652.7984488
2004,9/5/2004,381,10,Handline,Caesio cuning,33.242,855.3091075
2004,9/5/2004,381,10,Handline,Caesio cuning,31.799,747.6209049
2004,9/6/2004,388,10,Muroami,Caesio cuning,20.969,211.5199312
2004,9/6/2004,388,10,Muroami,Caesio cuning,28.942,561.9661692
2004,9/6/2004,388,10,Muroami,Caesio cuning,25.206,369.5758269
2004,9/6/2004,388,10,Muroami,Caesio cuning,24.915,356.7894878
2004,9/6/2004,388,10,Muroami,Caesio cuning,27.312,471.3835569
2004,9/6/2004,390,10,Trolling,Caesio cuning,35.85,1075.43797
2004,9/7/2004,399,10,Muroami,Caesio cuning,31.832,749.9759414
2004,9/7/2004,399,10,Muroami,Caesio cuning,31.579,732.0471975
2004,9/7/2004,399,10,Muroami,Caesio cuning,26.686,439.3798216
2004,9/7/2004,399,10,Muroami,Caesio cuning,34.658,970.6339994
2004,9/7/2004,399,10,Muroami,Caesio cuning,30.763,676.1824818
2004,9/8/2004,401,10,Speargun,Caesio cuning,36.706,1155.204971
2004,9/8/2004,402,10,Muroami,Caesio cuning,36.411,1127.282707
2004,11/29/2004,420,10,Muroami,Caesio cuning,23.196,287.2558864
2004,11/29/2004,420,10,Muroami,Caesio cuning,26.477,429.0283942
2004,11/29/2004,420,10,Muroami,Caesio cuning,22.583,264.8500182
2004,11/29/2004,420,10,Muroami,Caesio cuning,22.419,259.0609112
2004,11/29/2004,420,10,Muroami,Caesio cuning,24.262,329.1832788
2004,11/29/2004,420,10,Muroami,Caesio cuning,23.394,294.7555262
2004,11/29/2004,420,10,Muroami,Caesio cuning,27.859,500.5964839
2004,11/29/2004,420,10,Muroami,Caesio cuning,27.134,462.1297654
2004,11/29/2004,421,10,Muroami,Caesio cuning,23.676,305.6617232
2004,11/29/2004,421,10,Muroami,Caesio cuning,24.384,334.2281025
2004,11/29/2004,421,10,Muroami,Caesio cuning,26.711,440.6291247
2004,11/29/2004,421,10,Muroami,Caesio cuning,25.474,381.619973
2004,11/29/2004,421,10,Muroami,Caesio cuning,32.565,803.5763884
2004,11/29/2004,421,10,Muroami,Caesio cuning,26.749,442.5326214
2004,11/29/2004,421,10,Muroami,Caesio cuning,26.137,412.5401131
2004,11/29/2004,421,10,Muroami,Caesio cuning,31.037,694.6100636
2004,11/29/2004,422,10,Muroami,Caesio cuning,20.896,209.2949972
2004,11/29/2004,422,10,Muroami,Caesio cuning,20.755,205.0420335
2004,11/29/2004,422,10,Muroami,Caesio cuning,22.912,276.7237061
2004,11/29/2004,422,10,Muroami,Caesio cuning,25.875,400.1281977
2004,11/29/2004,422,10,Muroami,Caesio cuning,22.487,261.450869
2004,11/29/2004,422,10,Muroami,Caesio cuning,22.83,273.731615
2004,11/29/2004,422,10,Muroami,Caesio cuning,26.017,406.8237214
2004,11/29/2004,422,10,Muroami,Caesio cuning,20.488,197.1479735
2004,11/29/2004,422,10,Muroami,Caesio cuning,20.613,200.81784
2004,11/30/2004,434,10,Muroami,Caesio cuning,23.719,307.3481218
2004,11/30/2004,434,10,Muroami,Caesio cuning,22.893,276.0284756
2004,11/30/2004,434,10,Muroami,Caesio cuning,23.144,285.307714
2004,11/30/2004,434,10,Muroami,Caesio cuning,27.046,457.6001773
2004,11/30/2004,434,10,Muroami,Caesio cuning,24.337,332.2785144
2004,11/30/2004,434,10,Muroami,Caesio cuning,29.712,608.5375769
2004,11/30/2004,434,10,Muroami,Caesio cuning,22.776,271.773102
2004,11/30/2004,434,10,Muroami,Caesio cuning,29.397,589.1850644
2004,11/30/2004,434,10,Muroami,Caesio cuning,9.618,19.90549505
2004,11/30/2004,434,10,Muroami,Caesio cuning,11.352,32.90438765
2004,11/30/2004,434,10,Muroami,Caesio cuning,14.015,62.3394461
2004,11/30/2004,434,10,Muroami,Caesio cuning,21.482,227.6042029
2004,11/30/2004,434,10,Muroami,Caesio cuning,19.7,175.0426284
2004,11/30/2004,434,10,Muroami,Caesio cuning,22.415,258.9207832
2004,11/30/2004,434,10,Muroami,Caesio cuning,21.494,227.9899398
2004,11/30/2004,434,10,Muroami,Caesio cuning,21.645,232.8813016
2004,11/30/2004,434,10,Muroami,Caesio cuning,17.76,127.8274963
2004,11/30/2004,436,10,Muroami,Caesio cuning,19.755,176.5286653
2004,11/30/2004,436,10,Muroami,Caesio cuning,29.369,587.4850828
2004,11/30/2004,436,10,Muroami,Caesio cuning,25.238,371.0003437
2004,11/30/2004,436,10,Muroami,Caesio cuning,24.209,327.0076712
2004,11/30/2004,436,10,Muroami,Caesio cuning,25.33,375.1163185
2004,11/30/2004,436,10,Muroami,Caesio cuning,29.152,574.4215465
2004,11/30/2004,436,10,Muroami,Caesio cuning,27.036,457.0873421
2004,11/30/2004,436,10,Muroami,Caesio cuning,23.141,285.1955904
2004,12/1/2004,438,10,Muroami,Caesio cuning,25.098,364.7951531
2004,12/1/2004,438,10,Muroami,Caesio cuning,26.71,440.5791069
2004,12/1/2004,438,10,Muroami,Caesio cuning,22.443,259.9027463
2004,12/1/2004,438,10,Muroami,Caesio cuning,21.162,217.4785312
2004,12/1/2004,438,10,Muroami,Caesio cuning,25.951,403.7024545
2004,12/1/2004,438,10,Muroami,Caesio cuning,20.059,184.8951541
2004,12/1/2004,438,10,Muroami,Caesio cuning,24.753,349.8015077
2004,12/1/2004,438,10,Muroami,Caesio cuning,27.724,493.2771125
2004,12/1/2004,438,10,Muroami,Caesio cuning,27.505,481.5565983
2004,12/1/2004,438,10,Muroami,Caesio cuning,20.673,202.5955219
2004,12/1/2004,438,10,Muroami,Caesio cuning,25.181,368.4654774
2004,12/1/2004,438,10,Muroami,Caesio cuning,23.446,296.7466542
2004,12/1/2004,439,10,Muroami,Caesio cuning,21.388,224.5977188
2004,12/1/2004,439,10,Muroami,Caesio cuning,21.824,238.7701763
2004,12/1/2004,439,10,Muroami,Caesio cuning,22.952,278.1911834
2004,12/1/2004,439,10,Muroami,Caesio cuning,18.157,136.690029
2004,12/1/2004,439,10,Muroami,Caesio cuning,23.037,281.3268715
2004,12/1/2004,439,10,Muroami,Caesio cuning,21.47,227.2189037
2004,12/1/2004,439,10,Muroami,Caesio cuning,18.687,149.1508272
2004,12/1/2004,439,10,Muroami,Caesio cuning,20.513,197.8783201
2004,12/1/2004,439,10,Muroami,Caesio cuning,20.8,206.3930074
2004,12/1/2004,439,10,Muroami,Caesio cuning,25.009,360.8868158
2004,12/1/2004,439,10,Muroami,Caesio cuning,25.778,395.5972081
2004,12/1/2004,439,10,Muroami,Caesio cuning,24.994,360.2308834
2004,12/1/2004,439,10,Muroami,Caesio cuning,22.667,267.8484621
2004,12/1/2004,439,10,Muroami,Caesio cuning,24.038,320.0539959
2004,12/1/2004,439,10,Muroami,Caesio cuning,22.331,255.9898187
2004,12/1/2004,439,10,Muroami,Caesio cuning,23.95,316.5144383
2004,12/1/2004,439,10,Muroami,Caesio cuning,21.635,232.5552165
2004,12/1/2004,439,10,Muroami,Caesio cuning,24.935,357.6586347
2004,12/2/2004,442,10,Handline,Caesio cuning,18.051,134.2846818
2004,12/2/2004,442,10,Handline,Caesio cuning,19.694,174.8810243
2004,12/2/2004,442,10,Handline,Caesio cuning,25.697,391.8400494
2004,12/2/2004,442,10,Handline,Caesio cuning,17.787,128.4176615
2004,12/2/2004,442,10,Handline,Caesio cuning,20.712,203.7566524
2004,12/2/2004,442,10,Handline,Caesio cuning,18.533,145.4549028
2004,12/2/2004,442,10,Handline,Caesio cuning,20.542,198.7277911
2004,12/2/2004,442,10,Handline,Caesio cuning,19.461,168.6824541
2004,12/4/2004,439,10,Muroami,Caesio cuning,22.953,278.227937
2004,12/4/2004,439,10,Muroami,Caesio cuning,20.214,189.2614321
2004,12/4/2004,439,10,Muroami,Caesio cuning,33.261,856.7923071
2004,12/4/2004,439,10,Muroami,Caesio cuning,30.759,675.9159214
2004,12/4/2004,439,10,Muroami,Caesio cuning,26.844,447.3154577
2004,12/4/2004,439,10,Muroami,Caesio cuning,30.323,647.2810557
2004,12/4/2004,439,10,Muroami,Caesio cuning,21.574,230.5727216
2004,12/4/2004,439,10,Muroami,Caesio cuning,20.857,208.1127882
2004,12/4/2004,439,10,Muroami,Caesio cuning,33.367,865.0986446
2004,12/4/2004,439,10,Muroami,Caesio cuning,21.216,219.1656158
2004,12/4/2004,439,10,Muroami,Caesio cuning,20.795,206.2426054
2004,12/4/2004,440,10,Muroami,Caesio cuning,21.621,232.0992116
2004,12/4/2004,440,10,Muroami,Caesio cuning,24.262,329.1832788
2004,12/4/2004,440,10,Muroami,Caesio cuning,23.332,292.3932157
2004,12/4/2004,440,10,Muroami,Caesio cuning,24.908,356.4856212
2004,12/4/2004,440,10,Muroami,Caesio cuning,25.684,391.2392849
2004,12/4/2004,440,10,Muroami,Caesio cuning,23.219,288.1204143
2004,12/4/2004,440,10,Muroami,Caesio cuning,23.513,299.3254097
2004,12/4/2004,440,10,Muroami,Caesio cuning,25.583,386.5928209
2004,12/4/2004,440,10,Muroami,Caesio cuning,21.855,239.8000689
2004,12/4/2004,440,10,Muroami,Caesio cuning,23.93,315.7136693
2004,12/4/2004,440,10,Muroami,Caesio cuning,21.978,243.9157595
2004,12/4/2004,441,10,Muroami,Caesio cuning,29.549,598.4710911
2004,12/4/2004,441,10,Muroami,Caesio cuning,23.857,312.8023855
2004,12/4/2004,441,10,Muroami,Caesio cuning,26.085,410.0564459
2004,12/4/2004,443,10,Handline,Caesio cuning,19.826,178.4594749
2004,12/4/2004,443,10,Handline,Caesio cuning,21.026,213.2681883
2004,12/4/2004,443,10,Handline,Caesio cuning,19.777,177.1254395
2004,12/4/2004,443,10,Handline,Caesio cuning,19.33,165.2629736
2004,12/4/2004,443,10,Handline,Caesio cuning,17.469,121.5817809
2004,12/4/2004,443,10,Handline,Caesio cuning,16.585,103.8686772
2004,12/4/2004,443,10,Handline,Caesio cuning,19.532,170.5554203
2004,12/4/2004,443,10,Handline,Caesio cuning,24.059,320.9025656
2004,12/4/2004,443,10,Handline,Caesio cuning,19.932,181.3683528
2004,12/4/2004,443,10,Handline,Caesio cuning,22.938,277.6769746
2004,12/4/2004,443,10,Handline,Caesio cuning,18.636,147.9199656
2004,12/4/2004,444,10,Handline,Caesio cuning,24.976,359.4448198
2004,12/4/2004,444,10,Handline,Caesio cuning,13.582,56.68079661
2004,12/4/2004,444,10,Handline,Caesio cuning,19.465,168.7876051
2004,12/4/2004,445,10,Handline,Caesio cuning,19.288,164.1765688
2004,12/5/2004,446,10,Muroami,Caesio cuning,25.523,383.8501351
2004,12/5/2004,446,10,Muroami,Caesio cuning,26.74,442.0812962
2004,12/5/2004,446,10,Muroami,Caesio cuning,29.791,613.4569896
2004,12/5/2004,446,10,Muroami,Caesio cuning,33.095,843.8919421
2004,12/5/2004,447,10,Muroami,Caesio cuning,36.403,1126.531861
2004,12/5/2004,447,10,Muroami,Caesio cuning,34.277,938.6395268
2004,12/5/2004,447,10,Muroami,Caesio cuning,25.76,394.7602067
2004,12/5/2004,447,10,Muroami,Caesio cuning,34.316,941.8815826
2004,12/5/2004,447,10,Muroami,Caesio cuning,24.404,335.0600343
2004,12/5/2004,447,10,Muroami,Caesio cuning,38.12,1295.493189
2004,12/5/2004,447,10,Muroami,Caesio cuning,28.443,533.0986059
2004,12/5/2004,447,10,Muroami,Caesio cuning,29.7,607.7926454
2004,12/5/2004,447,10,Muroami,Caesio cuning,35.527,1046.325785
2004,12/5/2004,449,10,Handline,Caesio cuning,34.187,931.1864222
2004,12/5/2004,452,10,Handline,Caesio cuning,20.897,209.3253693
2004,12/5/2004,453,10,Handline,Caesio cuning,29.655,605.0045953
2004,12/5/2004,453,10,Handline,Caesio cuning,27.073,458.9867582
2004,12/5/2004,453,10,Handline,Caesio cuning,24.244,328.4433088
2004,12/5/2004,453,10,Handline,Caesio cuning,20.098,185.9873396
2004,12/5/2004,453,10,Handline,Caesio cuning,27.427,477.4276815
2004,12/6/2004,455,10,Muroami,Caesio cuning,32.225,778.4055527
2004,12/6/2004,455,10,Muroami,Caesio cuning,32.756,817.9528841
2004,12/6/2004,455,10,Muroami,Caesio cuning,25.352,376.1050867
2004,12/6/2004,455,10,Muroami,Caesio cuning,25.919,402.1949075
2004,12/6/2004,455,10,Muroami,Caesio cuning,26.299,420.3422877
2004,12/6/2004,456,10,Muroami,Caesio cuning,27.964,506.3393883
2004,12/6/2004,456,10,Muroami,Caesio cuning,21.709,234.9755058
2004,12/6/2004,456,10,Muroami,Caesio cuning,26.379,424.2314259
2004,12/6/2004,456,10,Muroami,Caesio cuning,23.876,313.5583772
2004,12/6/2004,456,10,Muroami,Caesio cuning,25.741,393.8779937
2004,12/6/2004,456,10,Muroami,Caesio cuning,27.148,462.8531407
2004,12/6/2004,456,10,Muroami,Caesio cuning,34.294,940.0518095
2004,12/7/2004,465,10,Trap,Caesio cuning,23.313,291.6718303
2004,12/7/2004,465,10,Trap,Caesio cuning,32.878,827.2254018
2004,12/7/2004,466,10,Muroami,Caesio cuning,32.82,822.80842
2004,12/7/2004,466,10,Muroami,Caesio cuning,31.948,758.2937014
2004,12/7/2004,466,10,Muroami,Caesio cuning,28.897,559.3209255
2004,12/7/2004,466,10,Muroami,Caesio cuning,31.827,749.6187985
2004,12/7/2004,466,10,Muroami,Caesio cuning,36.031,1091.986475
2004,12/7/2004,466,10,Muroami,Caesio cuning,32.767,818.7860589
2004,12/7/2004,469,10,Muroami,Caesio cuning,20.597,200.3455635
2004,12/7/2004,469,10,Muroami,Caesio cuning,23.11,284.0387087
2004,12/7/2004,469,10,Muroami,Caesio cuning,31.772,745.6977475
2004,12/7/2004,469,10,Muroami,Caesio cuning,26.583,434.2577295
2004,12/7/2004,469,10,Muroami,Caesio cuning,18.853,153.2046647
2004,12/7/2004,469,10,Muroami,Caesio cuning,20.631,201.3500423
2004,12/7/2004,469,10,Muroami,Caesio cuning,19.852,179.170057
2004,12/7/2004,471,10,Muroami,Caesio cuning,25.424,379.3532661
2004,12/7/2004,471,10,Muroami,Caesio cuning,34.129,926.4043888
2004,12/7/2004,471,10,Muroami,Caesio cuning,24.795,351.6043158
2004,12/7/2004,471,10,Muroami,Caesio cuning,24.745,349.4588195
2004,12/7/2004,471,10,Muroami,Caesio cuning,34.273,938.3074318
2004,12/7/2004,471,10,Muroami,Caesio cuning,28.408,531.1119854
2004,12/7/2004,471,10,Muroami,Caesio cuning,24.251,328.7309423
2004,12/7/2004,472,10,Handline,Caesio cuning,21.027,213.2989456
2004,12/7/2004,472,10,Handline,Caesio cuning,24.118,323.294709
2004,12/7/2004,472,10,Handline,Caesio cuning,25.401,378.313618
2004,12/7/2004,472,10,Handline,Caesio cuning,20.916,209.9030003
2004,12/7/2004,472,10,Handline,Caesio cuning,28.354,528.0566566
2004,12/8/2004,480,10,Muroami,Caesio cuning,31.13,700.9403558
2004,12/8/2004,480,10,Muroami,Caesio cuning,31.229,707.7214166
2004,12/8/2004,480,10,Muroami,Caesio cuning,31.681,739.2404171
2004,12/8/2004,480,10,Muroami,Caesio cuning,31.346,715.7919128
2004,12/8/2004,480,10,Muroami,Caesio cuning,26.413,425.8915859
2004,12/8/2004,480,10,Muroami,Caesio cuning,28.827,555.2227099
2004,12/8/2004,481,10,Muroami,Caesio cuning,23.88,313.7176893
2004,12/8/2004,481,10,Muroami,Caesio cuning,21.112,215.9241967
2004,12/8/2004,481,10,Muroami,Caesio cuning,22.901,276.3210614
2004,12/8/2004,481,10,Muroami,Caesio cuning,20.603,200.5225799
2004,12/8/2004,481,10,Muroami,Caesio cuning,19.607,172.5489896
2004,12/8/2004,481,10,Muroami,Caesio cuning,21.688,234.2869597
2004,12/8/2004,481,10,Muroami,Caesio cuning,21.732,235.7311822
2004,12/8/2004,481,10,Muroami,Caesio cuning,22.124,248.8621758
2004,12/9/2004,485,10,Muroami,Caesio cuning,25.799,396.5752119
2004,12/9/2004,485,10,Muroami,Caesio cuning,24.574,342.1875618
2004,12/9/2004,485,10,Muroami,Caesio cuning,22.901,276.3210614
2004,12/9/2004,485,10,Muroami,Caesio cuning,26.056,408.6756867
2004,12/9/2004,485,10,Muroami,Caesio cuning,24.776,350.7879904
2004,12/9/2004,485,10,Muroami,Caesio cuning,23.754,308.7253664
2004,12/9/2004,486,10,Muroami,Caesio cuning,27.412,476.636389
2004,12/9/2004,486,10,Muroami,Caesio cuning,30.397,652.0826645
2004,12/9/2004,486,10,Muroami,Caesio cuning,24.251,328.7309423
2004,12/9/2004,486,10,Muroami,Caesio cuning,27.262,468.7717524
2004,12/9/2004,486,10,Muroami,Caesio cuning,26.662,438.1827261
2004,12/9/2004,486,10,Muroami,Caesio cuning,26.749,442.5326214
2004,12/9/2004,486,10,Muroami,Caesio cuning,22.301,254.9484593
2004,12/9/2004,486,10,Muroami,Caesio cuning,28.865,557.4449491
2004,12/9/2004,487,10,Muroami,Caesio cuning,24.891,355.7483815
2004,12/9/2004,487,10,Muroami,Caesio cuning,27.517,482.1939326
2004,12/9/2004,487,10,Muroami,Caesio cuning,25.357,376.3300501
2004,12/9/2004,487,10,Muroami,Caesio cuning,28.196,519.1846911
2004,12/9/2004,487,10,Muroami,Caesio cuning,31.744,743.706867
2004,12/9/2004,487,10,Muroami,Caesio cuning,24.506,339.3244819
2004,12/9/2004,487,10,Muroami,Caesio cuning,30.578,663.9276202
2004,12/9/2004,487,10,Muroami,Caesio cuning,30.845,681.6625085
2004,12/11/2004,489,10,Muroami,Caesio cuning,18.487,144.3629533
2004,12/11/2004,489,10,Muroami,Caesio cuning,23.673,305.5442994
2004,12/11/2004,489,10,Muroami,Caesio cuning,35.787,1069.717669
2004,12/11/2004,489,10,Muroami,Caesio cuning,33.634,886.2600292
2004,12/11/2004,489,10,Muroami,Caesio cuning,38.953,1383.252567
2004,12/11/2004,490,10,Muroami,Caesio cuning,29.426,590.9492319
2004,12/11/2004,490,10,Muroami,Caesio cuning,26.104,410.9627744
2004,12/11/2004,490,10,Muroami,Caesio cuning,32.234,779.0649339
2004,12/11/2004,490,10,Muroami,Caesio cuning,26.664,438.2824005
2004,12/11/2004,490,10,Muroami,Caesio cuning,26.306,420.6816294
2004,12/11/2004,490,10,Muroami,Caesio cuning,28.071,512.2369364
2004,12/11/2004,492,10,Muroami,Caesio cuning,22.952,278.1911834
2004,12/11/2004,492,10,Muroami,Caesio cuning,24.354,332.9828022
2004,12/11/2004,492,10,Muroami,Caesio cuning,29.666,605.6853254
2004,12/11/2004,492,10,Muroami,Caesio cuning,30.761,676.0491928
2004,12/11/2004,492,10,Muroami,Caesio cuning,22.955,278.3014539
2004,12/11/2004,492,10,Muroami,Caesio cuning,13.419,54.64323248
2004,12/12/2004,494,10,Muroami,Caesio cuning,40.104,1510.946383
2004,12/12/2004,494,10,Muroami,Caesio cuning,41.951,1731.978875
2004,12/12/2004,494,10,Muroami,Caesio cuning,27.238,467.5215386
2004,12/12/2004,494,10,Muroami,Caesio cuning,31.675,738.815981
2004,12/12/2004,494,10,Muroami,Caesio cuning,40.95,1609.6803
2004,12/12/2004,494,10,Muroami,Caesio cuning,23.993,318.240699
2004,12/12/2004,494,10,Muroami,Caesio cuning,22.19,251.120118
2004,12/12/2004,496,10,Muroami,Caesio cuning,29.683,606.7383722
2004,12/12/2004,496,10,Muroami,Caesio cuning,22.066,246.8891911
2004,12/12/2004,496,10,Muroami,Caesio cuning,37.674,1250.077905
2004,12/12/2004,496,10,Muroami,Caesio cuning,28.524,537.7153001
2004,12/12/2004,496,10,Muroami,Caesio cuning,24.496,338.9047998
2004,12/12/2004,496,10,Muroami,Caesio cuning,24.97,359.1830543
2004,12/12/2004,496,10,Muroami,Caesio cuning,21.854,239.7668002
2004,12/12/2004,496,10,Muroami,Caesio cuning,22.104,248.1806472
2004,12/13/2004,498,10,Trap,Caesio cuning,32.313,784.8689081
2004,12/13/2004,498,10,Trap,Caesio cuning,32.234,779.0649339
2004,12/13/2004,498,10,Trap,Caesio cuning,21.525,228.988454
2004,12/13/2004,498,10,Trap,Caesio cuning,30.747,675.1166626
2004,12/13/2004,498,10,Trap,Caesio cuning,19.572,171.616725
2004,12/13/2004,502,10,Muroami,Caesio cuning,30.377,650.7825866
2004,12/13/2004,502,10,Muroami,Caesio cuning,27.043,457.4462863
2004,12/13/2004,502,10,Muroami,Caesio cuning,26.299,420.3422877
2004,12/13/2004,502,10,Muroami,Caesio cuning,28.974,563.8523238
2004,12/13/2004,502,10,Muroami,Caesio cuning,26.124,411.9182538
2004,12/13/2004,502,10,Muroami,Caesio cuning,31.787,746.7657584
2004,12/14/2004,506,10,Muroami,Caesio cuning,32.869,826.538969
2004,12/14/2004,506,10,Muroami,Caesio cuning,29.235,579.3949549
2004,12/14/2004,506,10,Muroami,Caesio cuning,32.55,802.4545717
2004,12/14/2004,506,10,Muroami,Caesio cuning,27.521,482.4065029
2004,12/14/2004,506,10,Muroami,Caesio cuning,22.159,250.0578671
2004,12/14/2004,506,10,Muroami,Caesio cuning,22.178,250.7085661
2004,12/14/2004,506,10,Muroami,Caesio cuning,32.703,813.9464598
2004,12/14/2004,507,10,Muroami,Caesio cuning,35.551,1048.470529
2004,12/14/2004,507,10,Muroami,Caesio cuning,27.05,457.8054193
2004,12/14/2004,507,10,Muroami,Caesio cuning,33.653,887.7789788
2004,12/14/2004,507,10,Muroami,Caesio cuning,22.374,257.4873996
2004,12/14/2004,507,10,Muroami,Caesio cuning,25.452,380.6215069
2004,12/14/2004,507,10,Muroami,Caesio cuning,23.359,293.4203979
2004,12/14/2004,508,10,Muroami,Caesio cuning,36.187,1106.385484
2004,12/14/2004,508,10,Muroami,Caesio cuning,40.097,1510.146843
2004,12/14/2004,508,10,Muroami,Caesio cuning,35.809,1071.712911
2004,12/14/2004,508,10,Muroami,Caesio cuning,31.447,722.8081618
2004,12/14/2004,508,10,Muroami,Caesio cuning,33.295,859.4507543
2004,12/14/2004,508,10,Muroami,Caesio cuning,33.273,857.7299523
2004,12/15/2004,513,10,Muroami,Caesio cuning,21.983,244.0840579
2004,12/15/2004,513,10,Muroami,Caesio cuning,25.164,367.7117182
2004,12/15/2004,513,10,Muroami,Caesio cuning,33.383,866.3571002
2004,12/15/2004,513,10,Muroami,Caesio cuning,21.078,214.8715131
2004,12/15/2004,513,10,Muroami,Caesio cuning,26.14,412.6837084
2004,12/15/2004,513,10,Muroami,Caesio cuning,20.157,187.6478256
2004,12/15/2004,513,10,Muroami,Caesio cuning,27.071,458.8839521
2004,12/15/2004,514,10,Trap,Caesio cuning,29.515,596.3854994
2004,12/15/2004,516,10,Muroami,Caesio cuning,23.665,305.2313173
2004,12/15/2004,516,10,Muroami,Caesio cuning,27.018,456.1652097
2004,12/15/2004,516,10,Muroami,Caesio cuning,26.885,449.3902862
2004,12/15/2004,516,10,Muroami,Caesio cuning,23.101,283.70343
2004,12/15/2004,516,10,Muroami,Caesio cuning,27.16,463.4737803
2004,12/15/2004,516,10,Muroami,Caesio cuning,20.952,211.000387
2004,12/15/2004,516,10,Muroami,Caesio cuning,23.752,308.6465556
2004,12/15/2004,516,10,Muroami,Caesio cuning,27.732,493.7088405
2004,12/15/2004,517,10,Muroami,Caesio cuning,19.791,177.5059081
2004,12/15/2004,517,10,Muroami,Caesio cuning,20.933,210.4207328
2004,12/15/2004,517,10,Muroami,Caesio cuning,15.652,87.1441025
2004,12/15/2004,517,10,Muroami,Caesio cuning,15.353,82.19369554
2004,12/16/2004,520,10,Muroami,Caesio cuning,39.559,1449.541147
2004,12/16/2004,520,10,Muroami,Caesio cuning,36.624,1147.397552
2004,12/16/2004,520,10,Muroami,Caesio cuning,35.509,1044.719157
2004,12/16/2004,520,10,Muroami,Caesio cuning,36.699,1154.537098
2004,12/16/2004,520,10,Muroami,Caesio cuning,30.672,670.135642
2004,12/16/2004,520,10,Muroami,Caesio cuning,31.538,729.1690745
2004,12/18/2004,NA,9,Trap,Caesio cuning,20.104,186.1557509
2004,12/18/2004,527,9,Trap,Caesio cuning,29.339,585.6673254
2004,12/18/2004,527,9,Trap,Caesio cuning,21.295,221.6495267
2004,12/18/2004,527,9,Trap,Caesio cuning,27.609,487.098954
2004,12/18/2004,527,9,Trap,Caesio cuning,32.584,804.9988645
2004,12/18/2004,527,9,Trap,Caesio cuning,37.329,1215.688463
2004,12/18/2004,527,9,Trap,Caesio cuning,31.302,712.7496578
2004,12/18/2004,527,9,Trap,Caesio cuning,35.064,1005.523551
2004,12/18/2004,527,9,Trap,Caesio cuning,34.644,969.4456077
2004,12/18/2004,527,9,Trap,Caesio cuning,32.52,800.2140881
2004,12/18/2004,527,9,Trap,Caesio cuning,20.43,195.4605319
2004,12/18/2004,527,9,Trap,Caesio cuning,28.717,548.8233969
2004,12/18/2004,529,9,Muroami,Caesio cuning,26.857,447.9726335
2004,12/18/2004,529,9,Muroami,Caesio cuning,27.828,498.9093456
2004,12/18/2004,529,9,Muroami,Caesio cuning,30.447,655.3404723
2004,12/18/2004,529,9,Muroami,Caesio cuning,31.011,692.8471834
2004,12/18/2004,529,9,Muroami,Caesio cuning,22.807,272.8962812
2004,12/18/2004,529,9,Muroami,Caesio cuning,27.227,466.9492716
2004,12/18/2004,529,9,Muroami,Caesio cuning,26.475,428.9301353
2004,12/18/2004,529,9,Muroami,Caesio cuning,31.785,746.6232978
2004,12/18/2004,531,9,Trap,Caesio cuning,26.899,450.1002387
2004,12/18/2004,531,9,Trap,Caesio cuning,37.612,1243.850337
2004,12/18/2004,531,9,Trap,Caesio cuning,33.208,852.6592575
2004,12/18/2004,531,9,Trap,Caesio cuning,25.182,368.5098484
2004,12/18/2004,531,9,Trap,Caesio cuning,22.349,256.6160006
2004,12/18/2004,531,9,Trap,Caesio cuning,21.35,223.3899263
2004,12/18/2004,532,9,Muroami,Caesio cuning,23.389,294.5645448
2004,12/18/2004,532,9,Muroami,Caesio cuning,21.665,233.5343909
2004,12/18/2004,532,9,Muroami,Caesio cuning,27.899,502.7790809
2004,12/18/2004,532,9,Muroami,Caesio cuning,35.274,1023.895203
2004,12/18/2004,532,9,Muroami,Caesio cuning,30.786,677.7165716
2004,12/18/2004,532,9,Muroami,Caesio cuning,19.46,168.6561732
2004,12/18/2004,532,9,Muroami,Caesio cuning,25.484,382.0744009
2004,12/18/2004,532,9,Muroami,Caesio cuning,25.933,402.8539942
2004,12/18/2004,532,9,Muroami,Caesio cuning,23.27,290.0436277
2004,12/18/2004,532,9,Muroami,Caesio cuning,23.336,292.5452385
